id,id_cliente,ubicacion,departamento,estado,descuento,fecha,articulo,precio,cantidad,importe,tasa,metodo_envio,nota,comentarios_adicionales
23317773,3033,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",01.03.2023,22594,457.72,50,22886,0%,19932,,"Método de envío: EXPRESSO DE TEZIUTLAN"
23317773,3033,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",01.03.2023,22593,120.89,10,1208.9,0%,19932,,"Método de envío: EXPRESSO DE TEZIUTLAN"
23317773,3033,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",01.03.2023,22598,830.7,5,4153.5,0%,19932,,"Método de envío: EXPRESSO DE TEZIUTLAN"
23317773,3033,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",01.03.2023,22603,830.7,10,8307,0%,19932,,"Método de envío: EXPRESSO DE TEZIUTLAN"
23317773,3033,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",01.03.2023,22605,1017.58,10,10175.8,0%,19932,,"Método de envío: EXPRESSO DE TEZIUTLAN"
23317773,3033,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",01.03.2023,22572,1271.97,5,6359.85,0%,19932,,"Método de envío: EXPRESSO DE TEZIUTLAN"
23317773,3033,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",01.03.2023,22574,1271.97,10,12719.7,0%,19932,,"Método de envío: EXPRESSO DE TEZIUTLAN"
23317773,3033,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",01.03.2023,1995,138,6,828,0%,19932,,"Método de envío: EXPRESSO DE TEZIUTLAN"
23317773,3033,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",01.03.2023,1314,35.57,24,853.68,0%,19932,,"Método de envío: EXPRESSO DE TEZIUTLAN"
23317773,3033,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",01.03.2023,1272,35.57,12,426.84,0%,19932,,"Método de envío: EXPRESSO DE TEZIUTLAN"
23317773,3033,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",01.03.2023,1261,35.57,72,2561.04,0%,19932,,"Método de envío: EXPRESSO DE TEZIUTLAN"
23317773,3033,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",01.03.2023,1330,35.57,24,853.68,0%,19932,,"Método de envío: EXPRESSO DE TEZIUTLAN"
23317773,3033,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",01.03.2023,1298,35.57,24,853.68,0%,19932,,"Método de envío: EXPRESSO DE TEZIUTLAN"
23317773,3033,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",01.03.2023,1148,35.57,24,853.68,0%,19932,,"Método de envío: EXPRESSO DE TEZIUTLAN"
23317773,3033,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",01.03.2023,1312,53.38,12,640.56,0%,19932,,"Método de envío: EXPRESSO DE TEZIUTLAN"
23317773,3033,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",01.03.2023,1286,35.57,12,426.84,0%,19932,,"Método de envío: EXPRESSO DE TEZIUTLAN"
23317773,3033,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",01.03.2023,1336,35.57,72,2561.04,0%,19932,,"Método de envío: EXPRESSO DE TEZIUTLAN"
23317773,3033,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",01.03.2023,1332,35.57,36,1280.52,0%,19932,,"Método de envío: EXPRESSO DE TEZIUTLAN"
23317773,3033,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",01.03.2023,1263,35.57,36,1280.52,0%,19932,,"Método de envío: EXPRESSO DE TEZIUTLAN"
23317773,3033,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",01.03.2023,1252,35.57,12,426.84,0%,19932,,"Método de envío: EXPRESSO DE TEZIUTLAN"
23317773,3033,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",01.03.2023,1324,53.38,24,1281.12,0%,19932,,"Método de envío: EXPRESSO DE TEZIUTLAN"
23317773,3033,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",01.03.2023,22894,379.38,6,2276.28,0%,19932,,"Método de envío: EXPRESSO DE TEZIUTLAN"
23317773,3033,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",01.03.2023,2136,106.41,6,638.46,0%,19932,,"Método de envío: EXPRESSO DE TEZIUTLAN"
23317773,3033,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",01.03.2023,22888,1558.3,2,3116.6,0%,19932,,"Método de envío: EXPRESSO DE TEZIUTLAN"
23317773,3033,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",01.03.2023,22884,338.52,6,2031.12,0%,19932,,"Método de envío: EXPRESSO DE TEZIUTLAN"
23317773,3033,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",01.03.2023,2132,99.95,12,1199.4,0%,19932,,"Método de envío: EXPRESSO DE TEZIUTLAN"
23317773,3033,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",01.03.2023,22874,322.4,4,1289.6,0%,19932,,"Método de envío: EXPRESSO DE TEZIUTLAN"
23317773,3033,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",01.03.2023,2068,92.35,12,1108.2,0%,19932,,"Método de envío: EXPRESSO DE TEZIUTLAN"
23317773,3033,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",01.03.2023,22792,48.67,9,438.03,0%,19932,,"Método de envío: EXPRESSO DE TEZIUTLAN"
23317773,3033,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",01.03.2023,22791,29.95,9,269.55,0%,19932,,"Método de envío: EXPRESSO DE TEZIUTLAN"
23317773,3033,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",01.03.2023,22741,45.79,9,412.11,0%,19932,,"Método de envío: EXPRESSO DE TEZIUTLAN"
23317773,3033,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",01.03.2023,1752,117.6,12,1411.2,0%,19932,,"Método de envío: EXPRESSO DE TEZIUTLAN"
23317773,3033,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",01.03.2023,21875,1909.12,2,3818.24,0%,19932,,"Método de envío: EXPRESSO DE TEZIUTLAN"
23317773,3033,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",01.03.2023,21873,432.43,4,1729.72,0%,19932,,"Método de envío: EXPRESSO DE TEZIUTLAN"
23317773,3033,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",01.03.2023,1735,117.6,18,2116.8,0%,19932,,"Método de envío: EXPRESSO DE TEZIUTLAN"
23317773,3033,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",01.03.2023,1737,117.6,18,2116.8,0%,19932,,"Método de envío: EXPRESSO DE TEZIUTLAN"
23317773,3033,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",01.03.2023,23470,632.65,10,6326.5,0%,19932,,"Método de envío: EXPRESSO DE TEZIUTLAN"
23317773,3033,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",01.03.2023,23468,699.46,5,3497.3,0%,19932,,"Método de envío: EXPRESSO DE TEZIUTLAN"
23317773,3033,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",01.03.2023,23396,759.19,10,7591.9,0%,19932,,"Método de envío: EXPRESSO DE TEZIUTLAN"
23317773,3033,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",01.03.2023,23395,174,40,6960,0%,19932,,"Método de envío: EXPRESSO DE TEZIUTLAN"
