id,inventario,creado,equipo,registrado,código,descripción,upc,"capacidad por caja",cantidad,cajas,posición,"solicitud de cambio","cambios aplicados",eliminado,"justificación de eliminación",revisado
15789,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 08:50:04","27 - Jesús Víctor Gil",si,AS75005,"SPRAY PAINT BLANCO BRILLANTE 101 400 ML.",17501476206755,12,216,18, 19D50,,no,,,no
15790,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 08:51:52","27 - Jesús Víctor Gil",si,AM87605,"SPRAY MASTER CHOCOLATE 400 ML.",17501476287617,12,612,51, 19C40,,no,,,no
15791,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 08:52:23","27 - Jesús Víctor Gil",si,AM87105,"SPRAY MASTER AZUL FORD 400 ML.",17501476287112,12,612,51, 19B40,,no,,,no
15792,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 08:52:45","27 - Jesús Víctor Gil",si,AM86505,"SPRAY MASTER ROSA FLOURESCENTE 400 ML.",17501476286511,12,624,52, 19A40,,no,,,no
15793,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 08:54:34","27 - Jesús Víctor Gil",si,AM85605,"SPRAY MASTER GRIS 400 ML.",17501476285613,12,372,31, 19C38,,no,,,no
15794,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 08:54:55","27 - Jesús Víctor Gil",si,AM86305,"SPRAY MASTER NARANJA FLOURESCENTE 400 ML.",17501476286313,12,216,18, 19C39,,no,,,no
15795,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 08:55:35","27 - Jesús Víctor Gil",si,AM85505,"SPRAY MASTER AMARILLO FLOURESCENTE 400 ML.",17501476285514,12,396,33, 19B38,,no,,,no
15796,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 08:55:54","27 - Jesús Víctor Gil",si,AM85505,"SPRAY MASTER AMARILLO FLOURESCENTE 400 ML.",17501476285514,12,720,60, 20B38,,no,,,no
15797,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 08:56:07","27 - Jesús Víctor Gil",si,AM86105,"SPRAY MASTER AMARILLO CATERPILLAR 400 ML.",17501476286115,12,816,68, 19B39,,no,,,no
15798,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 08:56:27","27 - Jesús Víctor Gil",si,AM85305,"SPRAY MASTER ROSA MEXICANO 400 ML.",17501476285316,12,228,19, 19A38,,no,,,no
15799,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 08:56:37","27 - Jesús Víctor Gil",si,AM85705,"SPRAY MASTER VERDE FLOURESCENTE 400 ML.",17501476285712,12,24,2, 19A39,,no,,,no
15800,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 08:57:10","27 - Jesús Víctor Gil",si,AM85105,"SPRAY MASTER NEGRO SATINADO 400 ML.",17501476285118,12,744,62, 19D37,,no,,,no
15801,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 08:57:27","27 - Jesús Víctor Gil",si,AM84505,"SPRAY MASTER AZUL ESPA OL 400 ML.",17501476284517,12,288,24, 19C36,,no,,,no
15802,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 08:57:41","27 - Jesús Víctor Gil",si,AM85105,"SPRAY MASTER NEGRO SATINADO 400 ML.",17501476285118,12,528,44, 19C37,,no,,,no
15803,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 08:58:17","27 - Jesús Víctor Gil",si,AM84205,"SPRAY MASTER COBRE 400 ML",17501476284357,12,444,37, 19B36,,no,,,no
15804,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 08:58:27","27 - Jesús Víctor Gil",si,AM84805,"SPRAY MASTER ALTA TEMPERATURA NEGRO 400 ML.",17501476284814,12,300,25, 19B37,,no,,,no
15805,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 08:58:48","27 - Jesús Víctor Gil",si,AM84005,"SPRAY MASTER CAFÉ 400 ML.",17501476284012,12,552,46, 19A36,,no,,,no
15806,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 08:59:02","27 - Jesús Víctor Gil",si,AM84605,"SPRAY MASTER ROJO TOMATE 400 ML.",17501476284616,12,156,13, 19A37,,no,,,no
15807,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 08:59:42","27 - Jesús Víctor Gil",si,AM82405,"SPRAY MASTER NARANJA 400 ML.",17501476282414,12,228,19, 19C34,,no,,,no
15808,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:00:08","27 - Jesús Víctor Gil",si,AM82805,"SPRAY MASTER VERDE ECOLOGICO 400 ML.",17501476282810,12,552,46, 19C35,,no,,,no
15809,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:00:34","27 - Jesús Víctor Gil",si,AM82705,"SPRAY MASTER TABACO 400 ML.",17501476282711,12,396,33, 19B35,,no,,,no
15810,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:00:54","27 - Jesús Víctor Gil",si,AM82205,"SPRAY MASTER AMARILLO CROMO 400 ML.",17501476282216,12,864,72, 19A34,,no,,,no
15811,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:01:10","27 - Jesús Víctor Gil",si,AM82505,"SPRAY MASTER GRIS MAQUINARIA 400 ML.",17501476282513,12,564,47, 19A35,,no,,,no
15812,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:01:39","27 - Jesús Víctor Gil",si,AM81305,"SPRAY MASTER AZUL REY 400 ML",17501476281318,12,900,75, 19D32,,no,,,no
15813,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:03:36","27 - Jesús Víctor Gil",si,AM82005,"SPRAY MASTER CREMA 400 ML.",17501476282018,12,408,34, 19C33,,no,,,no
15814,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:03:54","27 - Jesús Víctor Gil",si,AM82005,"SPRAY MASTER CREMA 400 ML.",17501476282018,12,1104,92, 20C33,,no,,,no
15815,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:04:18","27 - Jesús Víctor Gil",si,AM81405,"SPRAY MASTER ORO RICO 400 ML.",17501476281417,12,204,17, 19B32,,no,,,no
15816,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:04:39","27 - Jesús Víctor Gil",si,AM81805,"SPRAY MASTER AMARILLO LIMON 400 ML.",17501476281813,12,216,18, 19B33,,no,,,no
15817,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:05:17","27 - Jesús Víctor Gil",si,AM81305,"SPRAY MASTER AZUL REY 400 ML",17501476281318,12,972,81, 19A32,,no,,,no
15818,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:05:38","27 - Jesús Víctor Gil",si,AM81305,"SPRAY MASTER AZUL REY 400 ML",17501476281318,12,720,60, 20A32,,no,,,no
15819,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:05:56","27 - Jesús Víctor Gil",si,AM81605,"SPRAY MASTER PRIMER GRIS 400 ML.",17501476281615,12,540,45, 20A33,,no,,,no
15820,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:06:18","27 - Jesús Víctor Gil",si,AM81005,"SPRAY MASTER TRANSPARENTE 400 ML.",17501476281011,12,1224,102, 19B31,,no,,,no
15821,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:06:54","27 - Jesús Víctor Gil",si,AM80705,"SPRAY MASTER ORO PALIDO 400 ML.",17501476280717,12,540,45, 19A30,,no,,,no
15822,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:07:04","27 - Jesús Víctor Gil",si,AM80905,"SPRAY MASTER AZUL HOLANDES 400 ML.",17501476280915,12,264,22, 19A31,,no,,,no
15823,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:07:44","27 - Jesús Víctor Gil",si,AM80805,"SPRAY MASTER ALUMINIO 400 ML.",17501476280816,12,1044,87, 20B30,,no,,,no
15824,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:08:33","27 - Jesús Víctor Gil",si,AM80505,"SPRAY MASTER BERMELLON 400 ML.",17501476280519,12,84,7, 19B29,,no,,,no
15825,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:08:55","27 - Jesús Víctor Gil",si,AM80305,"SPRAY MASTER NEGRO MATE 400 ML.",17501476280311,12,384,32, 19A28,,no,,,no
15826,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:09:11","27 - Jesús Víctor Gil",si,AM80305,"SPRAY MASTER NEGRO MATE 400 ML.",17501476280311,12,1200,100, 20A28,,no,,,no
15827,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:09:29","27 - Jesús Víctor Gil",si,AM80405,"SPRAY MASTER VIOLETA 400 ML.",17501476280410,12,312,26, 19A29,,no,,,no
15828,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:10:12","27 - Jesús Víctor Gil",si,AM80105,"SPRAY MASTER BLANCO MATE 400 ML.",17501476280113,12,408,34, 19B26,,no,,,no
15829,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:10:37","27 - Jesús Víctor Gil",si,AM80005,"SPRAY MASTER BLANCO 400 ML.",17501476280014,12,24,2, 19A26,,no,,,no
15830,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:10:57","27 - Jesús Víctor Gil",si,AM80105,"SPRAY MASTER BLANCO MATE 400 ML.",17501476280113,12,156,13, 19A27,,no,,,no
15831,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:12:29","27 - Jesús Víctor Gil",si,AS79105,"SPRAY PAINT AZUL 156 400 ML.",17501476209053,12,12,1, PISO,,no,,,no
15832,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:13:48","27 - Jesús Víctor Gil",si,AI73805,"AEROSOL IUSA ROJO 400 ML.",10791279212443,6,36,6, PISO,,no,,,no
15833,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:14:55","27 - Jesús Víctor Gil",si,AW78605,"AEROSOL ACUARIO ORO RICO NIQUELADO 400 ML.",27501476278605,6,1404,234, 19F22,,no,,,no
15834,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:16:54","27 - Jesús Víctor Gil",si,AW78605,"AEROSOL ACUARIO ORO RICO NIQUELADO 400 ML.",27501476278605,6,1200,200, 19D22,,no,,,no
15835,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:18:09","27 - Jesús Víctor Gil",si,AW79105,"AEROSOL ACUARIO AZUL ACUARIO 400 ML.",27501476279107,6,714,119, 19C21,,no,,,no
15836,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:18:27","27 - Jesús Víctor Gil",si,AW79305,"AEROSOL ACUARIO ORO PALIDO NIQUELADO 400 ML.",27501476279305,6,258,43, 19C22,,no,,,no
15837,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:19:53","27 - Jesús Víctor Gil",si,AW78805,"AEROSOL ACUAIO VERDE BOSQUE 400 ML.",27501476278803,6,696,116, 19B21,,no,,,no
15838,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:20:23","27 - Jesús Víctor Gil",si,AW79405,"AEROSOL ACUARIO NEGRO METALICO 400 ML.",27501476279404,6,198,33, 19B22,,no,,,no
15839,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:21:12","27 - Jesús Víctor Gil",si,AW78605,"AEROSOL ACUARIO ORO RICO NIQUELADO 400 ML.",27501476278605,6,834,139, 19A21,,no,,,no
15840,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:21:42","27 - Jesús Víctor Gil",si,AW79305,"AEROSOL ACUARIO ORO PALIDO NIQUELADO 400 ML.",27501476279305,6,288,48, 19A22,,no,,,no
15841,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:22:43","27 - Jesús Víctor Gil",si,AW79305,"AEROSOL ACUARIO ORO PALIDO NIQUELADO 400 ML.",27501476279305,6,1176,196, 20A22,,no,,,no
15842,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:24:09","27 - Jesús Víctor Gil",si,AW78305,"AEROSOL ACUARIO COBRE NIQ 400 ML.",27501476278308,6,1404,234, 20F20,,no,,,no
15843,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:24:49","27 - Jesús Víctor Gil",si,AW77805,"AEROSOL ACUARIO AMARILLO CROMO 400 ML.",27501476277806,6,90,15, 19C19,,no,,,no
15844,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:26:19","27 - Jesús Víctor Gil",si,AW78305,"AEROSOL ACUARIO COBRE NIQ 400 ML.",27501476278308,6,666,111, 19C20,,no,,,no
15845,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:27:36","27 - Jesús Víctor Gil",si,AW77405,"AEROSOL ACUARIO ULTRA ROJO METALICO 400 ML.",27501476277400,6,234,39, 19B19,,no,,,no
15846,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:28:08","27 - Jesús Víctor Gil",si,AW78205,"AEROSOL ACUARIO AZUL REY 400 ML.",27501476278209,6,726,121, 19B20,,no,,,no
15847,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:28:26","27 - Jesús Víctor Gil",si,AW78205,"AEROSOL ACUARIO AZUL REY 400 ML.",27501476278209,6,720,120, 20B20,,no,,,no
15848,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:29:29","27 - Jesús Víctor Gil",si,AW76505,"AEROSOL ACUARIO ROSA FLUORESCENTE 400 ML.",27501476276502,6,1062,177, 20A19,,no,,,no
15849,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:29:58","27 - Jesús Víctor Gil",si,AW77905,"AEROSOL ACUARIO AZUL METALICO 400 ML.",27501476277905,6,1332,222, 20A19,,no,,,no
15850,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:30:19","27 - Jesús Víctor Gil",si,AW77905,"AEROSOL ACUARIO AZUL METALICO 400 ML.",27501476277905,6,96,16, 19A20,,no,,,no
15851,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:31:02","27 - Jesús Víctor Gil",si,AW75705,"AEROSOL ACUARIO VERDE FLUORESCENTE 400 ML.",27501476275703,6,978,163, 20C17,,no,,,no
15852,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:31:52","27 - Jesús Víctor Gil",si,AW76305,"AEROSOL ACUARIO NARANJA FLUORESCENTE 400 ML.",27501476276304,6,462,77, 19B18,,no,,,no
15853,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:32:45","27 - Jesús Víctor Gil",si,AW75105,"AEROSOL ACUARIO NEGRO SATINADO 400 ML.",27501476275109,6,1200,200, 19A17,,no,,,no
15854,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:33:24","27 - Jesús Víctor Gil",si,AW75105,"AEROSOL ACUARIO NEGRO SATINADO 400 ML.",27501476275109,6,1014,169, 20A17,,no,,,no
15855,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:34:16","27 - Jesús Víctor Gil",si,AW76405,"AEROSOL ACUARIO NARANJA 400 ML.",27501476276403,6,390,65, 19A18,,no,,,no
15856,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:36:17","27 - Jesús Víctor Gil",si,AA8020501,"AEROSOL DESINFECTANTE POWER KLIN",17501476227316,12,1200,100, 19D11,,no,,,no
15857,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:37:12","27 - Jesús Víctor Gil",si,AA8020501,"AEROSOL DESINFECTANTE POWER KLIN",17501476227316,12,1116,93, 20D11,,no,,,no
15858,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:37:31","27 - Jesús Víctor Gil",si,AA8020501,"AEROSOL DESINFECTANTE POWER KLIN",17501476227316,12,1200,100, 19C11,,no,,,no
15859,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:37:58","27 - Jesús Víctor Gil",si,AA8020501,"AEROSOL DESINFECTANTE POWER KLIN",17501476227316,12,1200,100, 20C11,,no,,,no
15860,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:38:34","27 - Jesús Víctor Gil",si,AA8020501,"AEROSOL DESINFECTANTE POWER KLIN",17501476227316,12,936,78, 19B11,,no,,,no
15861,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:39:10","27 - Jesús Víctor Gil",si,AA8020501,"AEROSOL DESINFECTANTE POWER KLIN",17501476227316,12,1140,95, 20B12,,no,,,no
15862,"INV. AEROSOL AW/AM/AI/AS","2023-02-05 09:39:53","27 - Jesús Víctor Gil",si,AA8020501,"AEROSOL DESINFECTANTE POWER KLIN",17501476227316,12,984,82, 20A11,,no,,,no
