id,id_cliente,ubicacion,departamento,estado,descuento,fecha,articulo,precio,cantidad,importe,tasa,metodo_envio,nota,comentarios_adicionales
23377915,2871,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",07.03.2023,2235,83.73,6,502.38,0%,19946,,"Método de envío: J. T. - 73,  NOTA: *** SE MANDA PEDIDO PARA SURTIMIENTO , GRACIAS ****"
23377915,2871,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",07.03.2023,23139,196.68,2,393.36,0%,19946,,"Método de envío: J. T. - 73,  NOTA: *** SE MANDA PEDIDO PARA SURTIMIENTO , GRACIAS ****"
23377915,2871,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",07.03.2023,23140,861.28,1,861.28,0%,19946,,"Método de envío: J. T. - 73,  NOTA: *** SE MANDA PEDIDO PARA SURTIMIENTO , GRACIAS ****"
23377915,2871,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",07.03.2023,1997,138,6,828,0%,19946,,"Método de envío: J. T. - 73,  NOTA: *** SE MANDA PEDIDO PARA SURTIMIENTO , GRACIAS ****"
23377915,2871,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",07.03.2023,22553,534.3,2,1068.6,0%,19946,,"Método de envío: J. T. - 73,  NOTA: *** SE MANDA PEDIDO PARA SURTIMIENTO , GRACIAS ****"
23377915,2871,"CEDIS PT FABELA","CEDIS FABELA","APROBACION PENDIENTE","Descuento socio",07.03.2023,22554,2472.05,1,2472.05,0%,19946,,"Método de envío: J. T. - 73,  NOTA: *** SE MANDA PEDIDO PARA SURTIMIENTO , GRACIAS ****"
